
🚀 Запуск Эксперимента 4: Dynamic Leaky Log Decay...
C:\research\.venv\Lib\site-packages\recbole\data\dataset\dataset.py:648: ChainedAssignmentError: A value is being set on a copy of a DataFrame or Series through chained assignment using an inplace method.
Such inplace method never works to update the original DataFrame or Series, because the intermediate object on which we are setting values always behaves as a copy (due to Copy-on-Write).

For example, when doing 'df[col].method(value, inplace=True)', try using 'df.method({col: value}, inplace=True)' instead, to perform the operation inplace on the original object, or try to avoid an inplace operation using 'df[col] = df[col].method(value)'.

See the documentation for a more detailed explanation: https://pandas.pydata.org/pandas-docs/stable/user_guide/copy_on_write.html
  feat[field].fillna(value=0, inplace=True)
C:\research\.venv\Lib\site-packages\recbole\data\dataset\dataset.py:650: ChainedAssignmentError: A value is being set on a copy of a DataFrame or Series through chained assignment using an inplace method.
Such inplace method never works to update the original DataFrame or Series, because the intermediate object on which we are setting values always behaves as a copy (due to Copy-on-Write).

For example, when doing 'df[col].method(value, inplace=True)', try using 'df.method({col: value}, inplace=True)' instead, to perform the operation inplace on the original object, or try to avoid an inplace operation using 'df[col] = df[col].method(value)'.

See the documentation for a more detailed explanation: https://pandas.pydata.org/pandas-docs/stable/user_guide/copy_on_write.html
  feat[field].fillna(value=feat[field].mean(), inplace=True)
C:\research\.venv\Lib\site-packages\recbole\data\dataset\dataset.py:2136: UserWarning: The given NumPy array is not writable, and PyTorch does not support non-writable tensors. This means writing to this tensor will result in undefined behavior. You may want to copy the array to protect its data or make it writable before converting it to a tensor. This type of warning will be suppressed for the rest of this program. (Triggered internally at C:\actions-runner\_work\pytorch\pytorch\pytorch\torch\csrc\utils\tensor_numpy.cpp:209.)
  new_data[k] = torch.LongTensor(value)
C:\research\.venv\Lib\site-packages\recbole\model\general_recommender\lightgcn.py:124: UserWarning: torch.sparse.SparseTensor(indices, values, shape, *, device=) is deprecated.  Please use torch.sparse_coo_tensor(indices, values, shape, dtype=, device=). (Triggered internally at C:\actions-runner\_work\pytorch\pytorch\pytorch\torch\csrc\utils\tensor_new.cpp:656.)
  SparseL = torch.sparse.FloatTensor(i, data, torch.Size(L.shape))
[AdaptiveLightGCN] ✅ Loaded 150 semantic centroids.
[AdaptiveLightGCN] 🔗 Успешно смапплено 5002 фильмов с кластерами.

[DynamicLeakyLog] 🌉 Применено Динамическое Дырявое Затухание!
   - Динамический порог (85%): 115.0 оценок
   - Min Weight (Floor): 0.05 (сохраняем мост для 715 хитов)
   - Tail (<=5 оценок): 2385 фильмов (вес тяготеет к 1.0)
   [Epoch 41] batch 100/172 | Loss: 0.1238 (BPR: 0.1036, Sem: 0.0201)
   [Epoch 41] batch 150/172 | Loss: 0.1123 (BPR: 0.0929, Sem: 0.0194)
🏁 [Epoch 41] Завершена! Суммарный лосс: 21.1965 (BPR: 17.7815, Sem: 3.4150)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2142), ('recall@50', 0.4184), ('ndcg@10', 0.1589), ('ndcg@50', 0.2166)])
   [Epoch 42] batch 50/172 | Loss: 0.1311 (BPR: 0.1109, Sem: 0.0202)
   [Epoch 42] batch 100/172 | Loss: 0.1200 (BPR: 0.1010, Sem: 0.0190)
   [Epoch 42] batch 150/172 | Loss: 0.1289 (BPR: 0.1105, Sem: 0.0184)
🏁 [Epoch 42] Завершена! Суммарный лосс: 21.2807 (BPR: 17.8663, Sem: 3.4144)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2147), ('recall@50', 0.4211), ('ndcg@10', 0.1589), ('ndcg@50', 0.2172)])
   [Epoch 43] batch 50/172 | Loss: 0.1224 (BPR: 0.1023, Sem: 0.0201)
   [Epoch 43] batch 100/172 | Loss: 0.1260 (BPR: 0.1073, Sem: 0.0187)
   [Epoch 43] batch 150/172 | Loss: 0.1188 (BPR: 0.1003, Sem: 0.0185)
🏁 [Epoch 43] Завершена! Суммарный лосс: 20.8969 (BPR: 17.4836, Sem: 3.4134)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2146), ('recall@50', 0.4226), ('ndcg@10', 0.1596), ('ndcg@50', 0.2182)])
   [Epoch 44] batch 50/172 | Loss: 0.1209 (BPR: 0.1003, Sem: 0.0205)
   [Epoch 44] batch 100/172 | Loss: 0.1201 (BPR: 0.1006, Sem: 0.0195)
   [Epoch 44] batch 150/172 | Loss: 0.1241 (BPR: 0.1040, Sem: 0.0201)
🏁 [Epoch 44] Завершена! Суммарный лосс: 20.7695 (BPR: 17.3572, Sem: 3.4124)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2139), ('recall@50', 0.4232), ('ndcg@10', 0.1591), ('ndcg@50', 0.2181)])
   [Epoch 45] batch 50/172 | Loss: 0.1192 (BPR: 0.1002, Sem: 0.0190)
   [Epoch 45] batch 100/172 | Loss: 0.1256 (BPR: 0.1052, Sem: 0.0205)
   [Epoch 45] batch 150/172 | Loss: 0.1159 (BPR: 0.0965, Sem: 0.0194)
🏁 [Epoch 45] Завершена! Суммарный лосс: 20.6255 (BPR: 17.2153, Sem: 3.4103)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2141), ('recall@50', 0.4244), ('ndcg@10', 0.1592), ('ndcg@50', 0.2186)])
   [Epoch 46] batch 50/172 | Loss: 0.1207 (BPR: 0.1002, Sem: 0.0205)
   [Epoch 46] batch 100/172 | Loss: 0.1272 (BPR: 0.1066, Sem: 0.0206)
   [Epoch 46] batch 150/172 | Loss: 0.1390 (BPR: 0.1190, Sem: 0.0201)
🏁 [Epoch 46] Завершена! Суммарный лосс: 20.6218 (BPR: 17.2127, Sem: 3.4091)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.215), ('recall@50', 0.4255), ('ndcg@10', 0.1596), ('ndcg@50', 0.2191)])
   [Epoch 47] batch 50/172 | Loss: 0.1221 (BPR: 0.1021, Sem: 0.0199)
   [Epoch 47] batch 100/172 | Loss: 0.1228 (BPR: 0.1031, Sem: 0.0197)
   [Epoch 47] batch 150/172 | Loss: 0.1114 (BPR: 0.0915, Sem: 0.0199)
🏁 [Epoch 47] Завершена! Суммарный лосс: 20.3382 (BPR: 16.9310, Sem: 3.4072)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2153), ('recall@50', 0.4265), ('ndcg@10', 0.16), ('ndcg@50', 0.2195)])
   [Epoch 48] batch 50/172 | Loss: 0.1170 (BPR: 0.0969, Sem: 0.0201)
   [Epoch 48] batch 100/172 | Loss: 0.1299 (BPR: 0.1095, Sem: 0.0204)
   [Epoch 48] batch 150/172 | Loss: 0.1321 (BPR: 0.1112, Sem: 0.0209)
🏁 [Epoch 48] Завершена! Суммарный лосс: 20.2687 (BPR: 16.8640, Sem: 3.4048)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2155), ('recall@50', 0.4284), ('ndcg@10', 0.1605), ('ndcg@50', 0.2204)])
   [Epoch 49] batch 50/172 | Loss: 0.1334 (BPR: 0.1134, Sem: 0.0200)
   [Epoch 49] batch 100/172 | Loss: 0.1195 (BPR: 0.1004, Sem: 0.0191)
   [Epoch 49] batch 150/172 | Loss: 0.1213 (BPR: 0.1017, Sem: 0.0196)
🏁 [Epoch 49] Завершена! Суммарный лосс: 20.1764 (BPR: 16.7734, Sem: 3.4030)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2163), ('recall@50', 0.4289), ('ndcg@10', 0.1611), ('ndcg@50', 0.2212)])
   [Epoch 50] batch 50/172 | Loss: 0.1241 (BPR: 0.1044, Sem: 0.0197)
   [Epoch 50] batch 100/172 | Loss: 0.1036 (BPR: 0.0834, Sem: 0.0201)
   [Epoch 50] batch 150/172 | Loss: 0.1211 (BPR: 0.1006, Sem: 0.0206)
🏁 [Epoch 50] Завершена! Суммарный лосс: 20.1310 (BPR: 16.7295, Sem: 3.4015)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2166), ('recall@50', 0.4299), ('ndcg@10', 0.1617), ('ndcg@50', 0.2219)])
   [Epoch 51] batch 50/172 | Loss: 0.1291 (BPR: 0.1090, Sem: 0.0201)
   [Epoch 51] batch 100/172 | Loss: 0.1010 (BPR: 0.0815, Sem: 0.0195)
   [Epoch 51] batch 150/172 | Loss: 0.1144 (BPR: 0.0947, Sem: 0.0197)
🏁 [Epoch 51] Завершена! Суммарный лосс: 19.8866 (BPR: 16.4869, Sem: 3.3996)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2166), ('recall@50', 0.4312), ('ndcg@10', 0.162), ('ndcg@50', 0.2224)])
   [Epoch 52] batch 50/172 | Loss: 0.1166 (BPR: 0.0974, Sem: 0.0192)
   [Epoch 52] batch 100/172 | Loss: 0.1079 (BPR: 0.0882, Sem: 0.0196)
   [Epoch 52] batch 150/172 | Loss: 0.1080 (BPR: 0.0880, Sem: 0.0201)
🏁 [Epoch 52] Завершена! Суммарный лосс: 19.7330 (BPR: 16.3348, Sem: 3.3982)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2166), ('recall@50', 0.4314), ('ndcg@10', 0.1622), ('ndcg@50', 0.2227)])
   [Epoch 53] batch 50/172 | Loss: 0.1189 (BPR: 0.0989, Sem: 0.0200)
   [Epoch 53] batch 100/172 | Loss: 0.1156 (BPR: 0.0950, Sem: 0.0205)
   [Epoch 53] batch 150/172 | Loss: 0.1158 (BPR: 0.0963, Sem: 0.0194)
🏁 [Epoch 53] Завершена! Суммарный лосс: 19.4785 (BPR: 16.0821, Sem: 3.3965)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2173), ('recall@50', 0.4316), ('ndcg@10', 0.1627), ('ndcg@50', 0.2231)])
   [Epoch 54] batch 50/172 | Loss: 0.1054 (BPR: 0.0867, Sem: 0.0188)
   [Epoch 54] batch 100/172 | Loss: 0.1154 (BPR: 0.0956, Sem: 0.0198)
   [Epoch 54] batch 150/172 | Loss: 0.1045 (BPR: 0.0850, Sem: 0.0195)
🏁 [Epoch 54] Завершена! Суммарный лосс: 19.2184 (BPR: 15.8241, Sem: 3.3943)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2191), ('recall@50', 0.4329), ('ndcg@10', 0.1639), ('ndcg@50', 0.224)])
   [Epoch 55] batch 50/172 | Loss: 0.1186 (BPR: 0.0992, Sem: 0.0193)
   [Epoch 55] batch 100/172 | Loss: 0.1147 (BPR: 0.0950, Sem: 0.0198)
   [Epoch 55] batch 150/172 | Loss: 0.0989 (BPR: 0.0787, Sem: 0.0202)
🏁 [Epoch 55] Завершена! Суммарный лосс: 19.2519 (BPR: 15.8587, Sem: 3.3931)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2185), ('recall@50', 0.4348), ('ndcg@10', 0.1634), ('ndcg@50', 0.2244)])
   [Epoch 56] batch 50/172 | Loss: 0.1206 (BPR: 0.1010, Sem: 0.0196)
   [Epoch 56] batch 100/172 | Loss: 0.1168 (BPR: 0.0961, Sem: 0.0207)
   [Epoch 56] batch 150/172 | Loss: 0.1190 (BPR: 0.0991, Sem: 0.0200)
🏁 [Epoch 56] Завершена! Суммарный лосс: 19.1401 (BPR: 15.7480, Sem: 3.3921)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2188), ('recall@50', 0.436), ('ndcg@10', 0.1634), ('ndcg@50', 0.2246)])
   [Epoch 57] batch 50/172 | Loss: 0.1235 (BPR: 0.1030, Sem: 0.0204)
   [Epoch 57] batch 100/172 | Loss: 0.1094 (BPR: 0.0898, Sem: 0.0196)
   [Epoch 57] batch 150/172 | Loss: 0.1002 (BPR: 0.0804, Sem: 0.0198)
🏁 [Epoch 57] Завершена! Суммарный лосс: 19.1904 (BPR: 15.8004, Sem: 3.3900)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2183), ('recall@50', 0.4364), ('ndcg@10', 0.1639), ('ndcg@50', 0.2252)])
   [Epoch 58] batch 50/172 | Loss: 0.1104 (BPR: 0.0917, Sem: 0.0187)
   [Epoch 58] batch 100/172 | Loss: 0.1128 (BPR: 0.0937, Sem: 0.0191)
   [Epoch 58] batch 150/172 | Loss: 0.1122 (BPR: 0.0939, Sem: 0.0183)
🏁 [Epoch 58] Завершена! Суммарный лосс: 18.8512 (BPR: 15.4628, Sem: 3.3884)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2187), ('recall@50', 0.4374), ('ndcg@10', 0.1644), ('ndcg@50', 0.2258)])
   [Epoch 59] batch 50/172 | Loss: 0.1117 (BPR: 0.0903, Sem: 0.0213)
   [Epoch 59] batch 100/172 | Loss: 0.1075 (BPR: 0.0878, Sem: 0.0197)
   [Epoch 59] batch 150/172 | Loss: 0.1068 (BPR: 0.0876, Sem: 0.0193)
🏁 [Epoch 59] Завершена! Суммарный лосс: 18.8332 (BPR: 15.4460, Sem: 3.3872)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2192), ('recall@50', 0.4389), ('ndcg@10', 0.1647), ('ndcg@50', 0.2264)])
   [Epoch 60] batch 50/172 | Loss: 0.0968 (BPR: 0.0781, Sem: 0.0187)
   [Epoch 60] batch 100/172 | Loss: 0.0994 (BPR: 0.0805, Sem: 0.0188)
   [Epoch 60] batch 150/172 | Loss: 0.1099 (BPR: 0.0910, Sem: 0.0189)
🏁 [Epoch 60] Завершена! Суммарный лосс: 18.6408 (BPR: 15.2554, Sem: 3.3854)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.219), ('recall@50', 0.4387), ('ndcg@10', 0.1646), ('ndcg@50', 0.2266)])
   [Epoch 61] batch 50/172 | Loss: 0.1062 (BPR: 0.0878, Sem: 0.0184)
   [Epoch 61] batch 100/172 | Loss: 0.1140 (BPR: 0.0940, Sem: 0.0200)
   [Epoch 61] batch 150/172 | Loss: 0.1092 (BPR: 0.0892, Sem: 0.0200)
🏁 [Epoch 61] Завершена! Суммарный лосс: 18.4340 (BPR: 15.0499, Sem: 3.3841)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2196), ('recall@50', 0.4407), ('ndcg@10', 0.1646), ('ndcg@50', 0.2269)])
   [Epoch 62] batch 50/172 | Loss: 0.1134 (BPR: 0.0938, Sem: 0.0196)
   [Epoch 62] batch 100/172 | Loss: 0.1031 (BPR: 0.0839, Sem: 0.0193)
   [Epoch 62] batch 150/172 | Loss: 0.0891 (BPR: 0.0701, Sem: 0.0190)
🏁 [Epoch 62] Завершена! Суммарный лосс: 18.4993 (BPR: 15.1161, Sem: 3.3832)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2196), ('recall@50', 0.442), ('ndcg@10', 0.1651), ('ndcg@50', 0.2278)])
   [Epoch 63] batch 50/172 | Loss: 0.0951 (BPR: 0.0751, Sem: 0.0200)
   [Epoch 63] batch 100/172 | Loss: 0.1058 (BPR: 0.0864, Sem: 0.0194)
   [Epoch 63] batch 150/172 | Loss: 0.1056 (BPR: 0.0851, Sem: 0.0204)
🏁 [Epoch 63] Завершена! Суммарный лосс: 18.2437 (BPR: 14.8623, Sem: 3.3814)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2223), ('recall@50', 0.4425), ('ndcg@10', 0.166), ('ndcg@50', 0.228)])
   [Epoch 64] batch 50/172 | Loss: 0.1018 (BPR: 0.0811, Sem: 0.0207)
   [Epoch 64] batch 100/172 | Loss: 0.1015 (BPR: 0.0821, Sem: 0.0193)
   [Epoch 64] batch 150/172 | Loss: 0.1202 (BPR: 0.0999, Sem: 0.0203)
🏁 [Epoch 64] Завершена! Суммарный лосс: 18.2967 (BPR: 14.9164, Sem: 3.3803)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2209), ('recall@50', 0.4433), ('ndcg@10', 0.1663), ('ndcg@50', 0.2289)])
   [Epoch 65] batch 50/172 | Loss: 0.1001 (BPR: 0.0801, Sem: 0.0200)
   [Epoch 65] batch 100/172 | Loss: 0.1155 (BPR: 0.0961, Sem: 0.0194)
   [Epoch 65] batch 150/172 | Loss: 0.1023 (BPR: 0.0813, Sem: 0.0210)
🏁 [Epoch 65] Завершена! Суммарный лосс: 18.1462 (BPR: 14.7671, Sem: 3.3791)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2213), ('recall@50', 0.4446), ('ndcg@10', 0.1663), ('ndcg@50', 0.229)])
   [Epoch 66] batch 50/172 | Loss: 0.1017 (BPR: 0.0813, Sem: 0.0204)
   [Epoch 66] batch 100/172 | Loss: 0.1048 (BPR: 0.0857, Sem: 0.0191)
   [Epoch 66] batch 150/172 | Loss: 0.1117 (BPR: 0.0925, Sem: 0.0192)
🏁 [Epoch 66] Завершена! Суммарный лосс: 17.9540 (BPR: 14.5757, Sem: 3.3783)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2223), ('recall@50', 0.446), ('ndcg@10', 0.1669), ('ndcg@50', 0.2296)])
   [Epoch 67] batch 50/172 | Loss: 0.1085 (BPR: 0.0884, Sem: 0.0201)
   [Epoch 67] batch 100/172 | Loss: 0.1099 (BPR: 0.0894, Sem: 0.0206)
   [Epoch 67] batch 150/172 | Loss: 0.0866 (BPR: 0.0657, Sem: 0.0209)
🏁 [Epoch 67] Завершена! Суммарный лосс: 18.0226 (BPR: 14.6457, Sem: 3.3769)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2223), ('recall@50', 0.4456), ('ndcg@10', 0.167), ('ndcg@50', 0.2296)])
   [Epoch 68] batch 50/172 | Loss: 0.1050 (BPR: 0.0851, Sem: 0.0199)
   [Epoch 68] batch 100/172 | Loss: 0.0947 (BPR: 0.0749, Sem: 0.0197)
   [Epoch 68] batch 150/172 | Loss: 0.0934 (BPR: 0.0732, Sem: 0.0203)
🏁 [Epoch 68] Завершена! Суммарный лосс: 17.8957 (BPR: 14.5198, Sem: 3.3759)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2224), ('recall@50', 0.4455), ('ndcg@10', 0.1672), ('ndcg@50', 0.2299)])
   [Epoch 69] batch 50/172 | Loss: 0.1109 (BPR: 0.0926, Sem: 0.0183)
   [Epoch 69] batch 100/172 | Loss: 0.0928 (BPR: 0.0735, Sem: 0.0194)
   [Epoch 69] batch 150/172 | Loss: 0.0907 (BPR: 0.0715, Sem: 0.0192)
🏁 [Epoch 69] Завершена! Суммарный лосс: 17.6311 (BPR: 14.2566, Sem: 3.3745)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2208), ('recall@50', 0.4463), ('ndcg@10', 0.167), ('ndcg@50', 0.2306)])
   [Epoch 70] batch 50/172 | Loss: 0.0926 (BPR: 0.0732, Sem: 0.0194)
   [Epoch 70] batch 100/172 | Loss: 0.0920 (BPR: 0.0717, Sem: 0.0203)
   [Epoch 70] batch 150/172 | Loss: 0.1052 (BPR: 0.0857, Sem: 0.0195)
🏁 [Epoch 70] Завершена! Суммарный лосс: 17.6480 (BPR: 14.2739, Sem: 3.3741)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2201), ('recall@50', 0.4469), ('ndcg@10', 0.167), ('ndcg@50', 0.2308)])
   [Epoch 71] batch 50/172 | Loss: 0.1047 (BPR: 0.0844, Sem: 0.0203)
   [Epoch 71] batch 100/172 | Loss: 0.1036 (BPR: 0.0831, Sem: 0.0205)
   [Epoch 71] batch 150/172 | Loss: 0.0974 (BPR: 0.0781, Sem: 0.0192)
🏁 [Epoch 71] Завершена! Суммарный лосс: 17.4903 (BPR: 14.1179, Sem: 3.3724)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2209), ('recall@50', 0.4475), ('ndcg@10', 0.1672), ('ndcg@50', 0.2309)])
   [Epoch 72] batch 50/172 | Loss: 0.0970 (BPR: 0.0778, Sem: 0.0192)
   [Epoch 72] batch 100/172 | Loss: 0.0973 (BPR: 0.0782, Sem: 0.0191)
   [Epoch 72] batch 150/172 | Loss: 0.1049 (BPR: 0.0860, Sem: 0.0189)
🏁 [Epoch 72] Завершена! Суммарный лосс: 17.3884 (BPR: 14.0174, Sem: 3.3709)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2205), ('recall@50', 0.4486), ('ndcg@10', 0.1674), ('ndcg@50', 0.2314)])
   [Epoch 73] batch 50/172 | Loss: 0.1051 (BPR: 0.0866, Sem: 0.0186)
   [Epoch 73] batch 100/172 | Loss: 0.1016 (BPR: 0.0822, Sem: 0.0194)
   [Epoch 73] batch 150/172 | Loss: 0.1056 (BPR: 0.0865, Sem: 0.0192)
🏁 [Epoch 73] Завершена! Суммарный лосс: 17.3223 (BPR: 13.9521, Sem: 3.3701)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2198), ('recall@50', 0.4494), ('ndcg@10', 0.1675), ('ndcg@50', 0.2318)])
   [Epoch 74] batch 50/172 | Loss: 0.0982 (BPR: 0.0780, Sem: 0.0201)
   [Epoch 74] batch 100/172 | Loss: 0.0952 (BPR: 0.0757, Sem: 0.0194)
   [Epoch 74] batch 150/172 | Loss: 0.1000 (BPR: 0.0806, Sem: 0.0194)
🏁 [Epoch 74] Завершена! Суммарный лосс: 17.2641 (BPR: 13.8955, Sem: 3.3686)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2203), ('recall@50', 0.4501), ('ndcg@10', 0.1673), ('ndcg@50', 0.2316)])
   [Epoch 75] batch 50/172 | Loss: 0.1088 (BPR: 0.0888, Sem: 0.0200)
   [Epoch 75] batch 100/172 | Loss: 0.0909 (BPR: 0.0716, Sem: 0.0193)
   [Epoch 75] batch 150/172 | Loss: 0.1033 (BPR: 0.0833, Sem: 0.0200)
🏁 [Epoch 75] Завершена! Суммарный лосс: 17.1793 (BPR: 13.8113, Sem: 3.3680)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2216), ('recall@50', 0.4523), ('ndcg@10', 0.1681), ('ndcg@50', 0.2326)])
   [Epoch 76] batch 50/172 | Loss: 0.0902 (BPR: 0.0708, Sem: 0.0194)
   [Epoch 76] batch 100/172 | Loss: 0.0980 (BPR: 0.0778, Sem: 0.0202)
   [Epoch 76] batch 150/172 | Loss: 0.1035 (BPR: 0.0836, Sem: 0.0199)
🏁 [Epoch 76] Завершена! Суммарный лосс: 17.0726 (BPR: 13.7054, Sem: 3.3672)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2225), ('recall@50', 0.4521), ('ndcg@10', 0.1683), ('ndcg@50', 0.2325)])
   [Epoch 77] batch 50/172 | Loss: 0.1077 (BPR: 0.0888, Sem: 0.0189)
   [Epoch 77] batch 100/172 | Loss: 0.1127 (BPR: 0.0935, Sem: 0.0193)
   [Epoch 77] batch 150/172 | Loss: 0.1111 (BPR: 0.0919, Sem: 0.0192)
🏁 [Epoch 77] Завершена! Суммарный лосс: 17.0645 (BPR: 13.6985, Sem: 3.3661)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.222), ('recall@50', 0.4536), ('ndcg@10', 0.1687), ('ndcg@50', 0.2333)])
   [Epoch 78] batch 50/172 | Loss: 0.0894 (BPR: 0.0701, Sem: 0.0193)
   [Epoch 78] batch 100/172 | Loss: 0.0930 (BPR: 0.0744, Sem: 0.0187)
   [Epoch 78] batch 150/172 | Loss: 0.0893 (BPR: 0.0712, Sem: 0.0181)
🏁 [Epoch 78] Завершена! Суммарный лосс: 16.8571 (BPR: 13.4910, Sem: 3.3660)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2221), ('recall@50', 0.4539), ('ndcg@10', 0.1686), ('ndcg@50', 0.2333)])
   [Epoch 79] batch 50/172 | Loss: 0.1042 (BPR: 0.0846, Sem: 0.0196)
   [Epoch 79] batch 100/172 | Loss: 0.1004 (BPR: 0.0808, Sem: 0.0196)
   [Epoch 79] batch 150/172 | Loss: 0.1035 (BPR: 0.0832, Sem: 0.0203)
🏁 [Epoch 79] Завершена! Суммарный лосс: 16.9239 (BPR: 13.5589, Sem: 3.3650)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2222), ('recall@50', 0.4528), ('ndcg@10', 0.1689), ('ndcg@50', 0.2333)])
   [Epoch 80] batch 50/172 | Loss: 0.0963 (BPR: 0.0761, Sem: 0.0202)
   [Epoch 80] batch 100/172 | Loss: 0.1087 (BPR: 0.0889, Sem: 0.0198)
   [Epoch 80] batch 150/172 | Loss: 0.1031 (BPR: 0.0845, Sem: 0.0187)
🏁 [Epoch 80] Завершена! Суммарный лосс: 16.7783 (BPR: 13.4143, Sem: 3.3641)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2229), ('recall@50', 0.4539), ('ndcg@10', 0.1691), ('ndcg@50', 0.2335)])
   [Epoch 81] batch 50/172 | Loss: 0.0943 (BPR: 0.0749, Sem: 0.0195)
   [Epoch 81] batch 100/172 | Loss: 0.0940 (BPR: 0.0740, Sem: 0.0200)
   [Epoch 81] batch 150/172 | Loss: 0.0876 (BPR: 0.0687, Sem: 0.0188)
🏁 [Epoch 81] Завершена! Суммарный лосс: 16.6722 (BPR: 13.3094, Sem: 3.3628)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2221), ('recall@50', 0.4538), ('ndcg@10', 0.1689), ('ndcg@50', 0.2336)])
   [Epoch 82] batch 50/172 | Loss: 0.1051 (BPR: 0.0858, Sem: 0.0192)
   [Epoch 82] batch 100/172 | Loss: 0.0961 (BPR: 0.0766, Sem: 0.0195)
   [Epoch 82] batch 150/172 | Loss: 0.0962 (BPR: 0.0763, Sem: 0.0199)
🏁 [Epoch 82] Завершена! Суммарный лосс: 16.5690 (BPR: 13.2071, Sem: 3.3620)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2228), ('recall@50', 0.4553), ('ndcg@10', 0.1691), ('ndcg@50', 0.2339)])
   [Epoch 83] batch 50/172 | Loss: 0.0854 (BPR: 0.0666, Sem: 0.0188)
   [Epoch 83] batch 100/172 | Loss: 0.0886 (BPR: 0.0688, Sem: 0.0199)
   [Epoch 83] batch 150/172 | Loss: 0.0865 (BPR: 0.0668, Sem: 0.0197)
🏁 [Epoch 83] Завершена! Суммарный лосс: 16.6165 (BPR: 13.2559, Sem: 3.3606)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2231), ('recall@50', 0.4548), ('ndcg@10', 0.1692), ('ndcg@50', 0.2338)])
   [Epoch 84] batch 50/172 | Loss: 0.0983 (BPR: 0.0788, Sem: 0.0195)
   [Epoch 84] batch 100/172 | Loss: 0.1064 (BPR: 0.0869, Sem: 0.0195)
   [Epoch 84] batch 150/172 | Loss: 0.0983 (BPR: 0.0786, Sem: 0.0197)
🏁 [Epoch 84] Завершена! Суммарный лосс: 16.4189 (BPR: 13.0588, Sem: 3.3601)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2236), ('recall@50', 0.456), ('ndcg@10', 0.1695), ('ndcg@50', 0.2346)])
   [Epoch 85] batch 50/172 | Loss: 0.0958 (BPR: 0.0767, Sem: 0.0191)
   [Epoch 85] batch 100/172 | Loss: 0.1006 (BPR: 0.0797, Sem: 0.0209)
   [Epoch 85] batch 150/172 | Loss: 0.1007 (BPR: 0.0822, Sem: 0.0186)
🏁 [Epoch 85] Завершена! Суммарный лосс: 16.3870 (BPR: 13.0274, Sem: 3.3596)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.224), ('recall@50', 0.4564), ('ndcg@10', 0.1696), ('ndcg@50', 0.2345)])
   [Epoch 86] batch 50/172 | Loss: 0.0951 (BPR: 0.0757, Sem: 0.0194)
   [Epoch 86] batch 100/172 | Loss: 0.0955 (BPR: 0.0765, Sem: 0.0190)
   [Epoch 86] batch 150/172 | Loss: 0.0945 (BPR: 0.0751, Sem: 0.0195)
Traceback (most recent call last):
  File "C:\research\main.py", line 177, in <module>
    trainer_dynamic.fit(train_dynamic, valid_dynamic, show_progress=False)
  File "C:\research\.venv\Lib\site-packages\recbole\trainer\trainer.py", line 439, in fit
    train_loss = self._train_epoch(
