
🚀 Запуск Эксперимента 4: Dynamic Leaky Log Decay...
C:\research\.venv\Lib\site-packages\recbole\data\dataset\dataset.py:648: ChainedAssignmentError: A value is being set on a copy of a DataFrame or Series through chained assignment using an inplace method.
Such inplace method never works to update the original DataFrame or Series, because the intermediate object on which we are setting values always behaves as a copy (due to Copy-on-Write).

For example, when doing 'df[col].method(value, inplace=True)', try using 'df.method({col: value}, inplace=True)' instead, to perform the operation inplace on the original object, or try to avoid an inplace operation using 'df[col] = df[col].method(value)'.

See the documentation for a more detailed explanation: https://pandas.pydata.org/pandas-docs/stable/user_guide/copy_on_write.html
  feat[field].fillna(value=0, inplace=True)
C:\research\.venv\Lib\site-packages\recbole\data\dataset\dataset.py:650: ChainedAssignmentError: A value is being set on a copy of a DataFrame or Series through chained assignment using an inplace method.
Such inplace method never works to update the original DataFrame or Series, because the intermediate object on which we are setting values always behaves as a copy (due to Copy-on-Write).

For example, when doing 'df[col].method(value, inplace=True)', try using 'df.method({col: value}, inplace=True)' instead, to perform the operation inplace on the original object, or try to avoid an inplace operation using 'df[col] = df[col].method(value)'.

See the documentation for a more detailed explanation: https://pandas.pydata.org/pandas-docs/stable/user_guide/copy_on_write.html
  feat[field].fillna(value=feat[field].mean(), inplace=True)
C:\research\.venv\Lib\site-packages\recbole\data\dataset\dataset.py:2136: UserWarning: The given NumPy array is not writable, and PyTorch does not support non-writable tensors. This means writing to this tensor will result in undefined behavior. You may want to copy the array to protect its data or make it writable before converting it to a tensor. This type of warning will be suppressed for the rest of this program. (Triggered internally at C:\actions-runner\_work\pytorch\pytorch\pytorch\torch\csrc\utils\tensor_numpy.cpp:209.)
  new_data[k] = torch.LongTensor(value)
[Graph Rewiring] Строим семантические фантомные ребра. Находим близких Head-соседей для Tail-фильмов...
🏁 [Epoch 36] Завершена! Суммарный лосс: -323.5760 (BPR: 32.2937, Sem: 18.8846)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1295), ('recall@50', 0.2978), ('ndcg@10', 0.0886), ('ndcg@50', 0.1371)])
   [Epoch 37] batch 50/172 | Loss: -1.9327 (BPR: 0.1648, Sem: 0.1178)
   [Epoch 37] batch 100/172 | Loss: -1.7872 (BPR: 0.2026, Sem: 0.1115)
   [Epoch 37] batch 150/172 | Loss: -1.8249 (BPR: 0.1943, Sem: 0.1122)
🏁 [Epoch 37] Завершена! Суммарный лосс: -321.8785 (BPR: 32.1927, Sem: 19.1368)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.128), ('recall@50', 0.2986), ('ndcg@10', 0.0863), ('ndcg@50', 0.1361)])
   [Epoch 38] batch 50/172 | Loss: -1.8011 (BPR: 0.1873, Sem: 0.1190)
   [Epoch 38] batch 100/172 | Loss: -1.9404 (BPR: 0.1750, Sem: 0.1109)

⚖️ АВТО-БАЛАНС: Вес BPR = 5.3650 | Вес Sem = 9.0693
   Сырые лоссы: BPR = 0.2046 | Sem = 0.1065
   [Epoch 38] batch 150/172 | Loss: -1.6298 (BPR: 0.2234, Sem: 0.1165)
🏁 [Epoch 38] Завершена! Суммарный лосс: -323.7470 (BPR: 32.1450, Sem: 18.9617)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1286), ('recall@50', 0.2964), ('ndcg@10', 0.0882), ('ndcg@50', 0.1367)])

⚖️ АВТО-БАЛАНС: Вес BPR = 5.3209 | Вес Sem = 9.1780
   Сырые лоссы: BPR = 0.2029 | Sem = 0.1172

⚖️ АВТО-БАЛАНС: Вес BPR = 5.3123 | Вес Sem = 9.1575
   Сырые лоссы: BPR = 0.1706 | Sem = 0.1205
   [Epoch 39] batch 50/172 | Loss: -2.0114 (BPR: 0.1781, Sem: 0.1011)
   [Epoch 39] batch 100/172 | Loss: -1.8160 (BPR: 0.1779, Sem: 0.1231)
   [Epoch 39] batch 150/172 | Loss: -1.8100 (BPR: 0.1997, Sem: 0.1106)
🏁 [Epoch 39] Завершена! Суммарный лосс: -316.6771 (BPR: 32.1383, Sem: 19.7546)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1316), ('recall@50', 0.3058), ('ndcg@10', 0.0893), ('ndcg@50', 0.1396)])
   [Epoch 40] batch 50/172 | Loss: -1.7861 (BPR: 0.1894, Sem: 0.1197)
   [Epoch 40] batch 100/172 | Loss: -1.8976 (BPR: 0.1899, Sem: 0.1066)
   [Epoch 40] batch 150/172 | Loss: -1.7231 (BPR: 0.1984, Sem: 0.1213)
🏁 [Epoch 40] Завершена! Суммарный лосс: -318.7688 (BPR: 31.9782, Sem: 19.6191)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1353), ('recall@50', 0.3012), ('ndcg@10', 0.092), ('ndcg@50', 0.14)])
   [Epoch 41] batch 50/172 | Loss: -1.7648 (BPR: 0.2002, Sem: 0.1153)
   [Epoch 41] batch 100/172 | Loss: -1.8069 (BPR: 0.2120, Sem: 0.1032)
   [Epoch 41] batch 150/172 | Loss: -1.8815 (BPR: 0.1787, Sem: 0.1153)
🏁 [Epoch 41] Завершена! Суммарный лосс: -322.9367 (BPR: 31.6099, Sem: 19.3715)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1363), ('recall@50', 0.3019), ('ndcg@10', 0.0919), ('ndcg@50', 0.1401)])

⚖️ АВТО-БАЛАНС: Вес BPR = 5.3766 | Вес Sem = 8.8485
   Сырые лоссы: BPR = 0.1872 | Sem = 0.1123
   [Epoch 42] batch 50/172 | Loss: -1.8628 (BPR: 0.2026, Sem: 0.1028)
   [Epoch 42] batch 100/172 | Loss: -1.8507 (BPR: 0.1842, Sem: 0.1153)
   [Epoch 42] batch 150/172 | Loss: -1.7826 (BPR: 0.1771, Sem: 0.1277)

⚖️ АВТО-БАЛАНС: Вес BPR = 5.4212 | Вес Sem = 8.5877
   Сырые лоссы: BPR = 0.1834 | Sem = 0.1078
🏁 [Epoch 42] Завершена! Суммарный лосс: -321.0287 (BPR: 31.5477, Sem: 19.6289)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1352), ('recall@50', 0.3062), ('ndcg@10', 0.0914), ('ndcg@50', 0.1407)])
   [Epoch 43] batch 50/172 | Loss: -1.7341 (BPR: 0.1937, Sem: 0.1231)
   [Epoch 43] batch 100/172 | Loss: -1.8211 (BPR: 0.1930, Sem: 0.1132)
   [Epoch 43] batch 150/172 | Loss: -1.8345 (BPR: 0.2055, Sem: 0.1038)
🏁 [Epoch 43] Завершена! Суммарный лосс: -316.3762 (BPR: 31.7700, Sem: 20.0262)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1382), ('recall@50', 0.3095), ('ndcg@10', 0.0922), ('ndcg@50', 0.1424)])
   [Epoch 44] batch 50/172 | Loss: -1.8667 (BPR: 0.1967, Sem: 0.1058)
   [Epoch 44] batch 100/172 | Loss: -1.9471 (BPR: 0.1754, Sem: 0.1099)

⚖️ АВТО-БАЛАНС: Вес BPR = 5.4267 | Вес Sem = 8.5257
   Сырые лоссы: BPR = 0.1649 | Sem = 0.1293
   [Epoch 44] batch 150/172 | Loss: -1.8629 (BPR: 0.1732, Sem: 0.1210)
🏁 [Epoch 44] Завершена! Суммарный лосс: -317.8520 (BPR: 31.4528, Sem: 20.0531)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1374), ('recall@50', 0.3103), ('ndcg@10', 0.0924), ('ndcg@50', 0.143)])
   [Epoch 45] batch 50/172 | Loss: -1.9954 (BPR: 0.1566, Sem: 0.1162)
   [Epoch 45] batch 100/172 | Loss: -1.9853 (BPR: 0.1552, Sem: 0.1183)
   [Epoch 45] batch 150/172 | Loss: -2.0164 (BPR: 0.1677, Sem: 0.1069)
🏁 [Epoch 45] Завершена! Суммарный лосс: -321.6446 (BPR: 31.1252, Sem: 19.8204)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1375), ('recall@50', 0.3067), ('ndcg@10', 0.0922), ('ndcg@50', 0.1419)])
   [Epoch 46] batch 50/172 | Loss: -1.8883 (BPR: 0.1600, Sem: 0.1263)
   [Epoch 46] batch 100/172 | Loss: -1.6244 (BPR: 0.2211, Sem: 0.1180)
   [Epoch 46] batch 150/172 | Loss: -1.8792 (BPR: 0.1890, Sem: 0.1089)
🏁 [Epoch 46] Завершена! Суммарный лосс: -318.4349 (BPR: 31.0257, Sem: 20.2564)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1394), ('recall@50', 0.3139), ('ndcg@10', 0.0952), ('ndcg@50', 0.1457)])

⚖️ АВТО-БАЛАНС: Вес BPR = 5.5446 | Вес Sem = 8.5918
   Сырые лоссы: BPR = 0.1826 | Sem = 0.1201

⚖️ АВТО-БАЛАНС: Вес BPR = 5.5575 | Вес Sem = 8.5229
   Сырые лоссы: BPR = 0.1760 | Sem = 0.1061
   [Epoch 47] batch 50/172 | Loss: -1.8130 (BPR: 0.1730, Sem: 0.1271)
   [Epoch 47] batch 100/172 | Loss: -1.8569 (BPR: 0.1707, Sem: 0.1235)
   [Epoch 47] batch 150/172 | Loss: -1.7543 (BPR: 0.1945, Sem: 0.1201)
🏁 [Epoch 47] Завершена! Суммарный лосс: -311.9898 (BPR: 31.2352, Sem: 20.8914)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1411), ('recall@50', 0.3096), ('ndcg@10', 0.0945), ('ndcg@50', 0.1438)])
   [Epoch 48] batch 50/172 | Loss: -1.8293 (BPR: 0.1573, Sem: 0.1364)
   [Epoch 48] batch 100/172 | Loss: -1.8259 (BPR: 0.1855, Sem: 0.1171)
   [Epoch 48] batch 150/172 | Loss: -1.8659 (BPR: 0.1779, Sem: 0.1176)
🏁 [Epoch 48] Завершена! Суммарный лосс: -311.4506 (BPR: 30.7139, Sem: 21.3145)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1395), ('recall@50', 0.3112), ('ndcg@10', 0.0927), ('ndcg@50', 0.143)])
   [Epoch 49] batch 50/172 | Loss: -1.7861 (BPR: 0.1919, Sem: 0.1178)
   [Epoch 49] batch 100/172 | Loss: -1.7098 (BPR: 0.1854, Sem: 0.1316)
   [Epoch 49] batch 150/172 | Loss: -1.8175 (BPR: 0.1893, Sem: 0.1156)

⚖️ АВТО-БАЛАНС: Вес BPR = 5.5436 | Вес Sem = 8.0040
   Сырые лоссы: BPR = 0.1867 | Sem = 0.1179
🏁 [Epoch 49] Завершена! Суммарный лосс: -309.8161 (BPR: 30.9375, Sem: 21.3627)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1427), ('recall@50', 0.3119), ('ndcg@10', 0.0971), ('ndcg@50', 0.1462)])
   [Epoch 50] batch 50/172 | Loss: -1.7960 (BPR: 0.1954, Sem: 0.1142)
   [Epoch 50] batch 100/172 | Loss: -1.8105 (BPR: 0.1741, Sem: 0.1270)
   [Epoch 50] batch 150/172 | Loss: -1.8873 (BPR: 0.1786, Sem: 0.1145)
🏁 [Epoch 50] Завершена! Суммарный лосс: -313.3461 (BPR: 30.9427, Sem: 20.9251)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1428), ('recall@50', 0.3121), ('ndcg@10', 0.0953), ('ndcg@50', 0.145)])
   [Epoch 51] batch 50/172 | Loss: -1.5092 (BPR: 0.2324, Sem: 0.1241)
   [Epoch 51] batch 100/172 | Loss: -2.0643 (BPR: 0.1440, Sem: 0.1166)

⚖️ АВТО-БАЛАНС: Вес BPR = 5.5879 | Вес Sem = 8.3068
   Сырые лоссы: BPR = 0.1651 | Sem = 0.1284
   [Epoch 51] batch 150/172 | Loss: -1.9011 (BPR: 0.1718, Sem: 0.1176)
🏁 [Epoch 51] Завершена! Суммарный лосс: -317.8670 (BPR: 30.6437, Sem: 20.5819)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1425), ('recall@50', 0.3161), ('ndcg@10', 0.0947), ('ndcg@50', 0.1457)])
   [Epoch 52] batch 50/172 | Loss: -1.6483 (BPR: 0.2057, Sem: 0.1252)

⚖️ АВТО-БАЛАНС: Вес BPR = 5.5439 | Вес Sem = 8.1528
   Сырые лоссы: BPR = 0.1558 | Sem = 0.1178
   [Epoch 52] batch 100/172 | Loss: -1.9656 (BPR: 0.1574, Sem: 0.1193)
   [Epoch 52] batch 150/172 | Loss: -1.8434 (BPR: 0.1848, Sem: 0.1159)
🏁 [Epoch 52] Завершена! Суммарный лосс: -314.3688 (BPR: 30.9588, Sem: 20.7880)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1442), ('recall@50', 0.316), ('ndcg@10', 0.0972), ('ndcg@50', 0.1477)])
   [Epoch 53] batch 50/172 | Loss: -1.8708 (BPR: 0.1796, Sem: 0.1158)
   [Epoch 53] batch 100/172 | Loss: -1.8324 (BPR: 0.1778, Sem: 0.1218)
   [Epoch 53] batch 150/172 | Loss: -1.7040 (BPR: 0.1833, Sem: 0.1339)
🏁 [Epoch 53] Завершена! Суммарный лосс: -312.0585 (BPR: 30.1168, Sem: 21.6534)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1432), ('recall@50', 0.3186), ('ndcg@10', 0.0951), ('ndcg@50', 0.1467)])
   [Epoch 54] batch 50/172 | Loss: -1.7854 (BPR: 0.1745, Sem: 0.1301)
   [Epoch 54] batch 100/172 | Loss: -1.7902 (BPR: 0.1742, Sem: 0.1296)
   [Epoch 54] batch 150/172 | Loss: -1.5910 (BPR: 0.1801, Sem: 0.1514)
🏁 [Epoch 54] Завершена! Суммарный лосс: -298.7682 (BPR: 30.2457, Sem: 23.2920)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.146), ('recall@50', 0.3229), ('ndcg@10', 0.0988), ('ndcg@50', 0.1508)])
   [Epoch 55] batch 50/172 | Loss: -1.8083 (BPR: 0.1615, Sem: 0.1369)
   [Epoch 55] batch 100/172 | Loss: -1.6714 (BPR: 0.1886, Sem: 0.1345)

⚖️ АВТО-БАЛАНС: Вес BPR = 5.7059 | Вес Sem = 7.4413
   Сырые лоссы: BPR = 0.1737 | Sem = 0.1230
   [Epoch 55] batch 150/172 | Loss: -1.9464 (BPR: 0.1533, Sem: 0.1248)
🏁 [Epoch 55] Завершена! Суммарный лосс: -304.3684 (BPR: 29.9834, Sem: 22.7507)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1459), ('recall@50', 0.3192), ('ndcg@10', 0.0981), ('ndcg@50', 0.1489)])
   [Epoch 56] batch 50/172 | Loss: -1.7986 (BPR: 0.1690, Sem: 0.1325)
   [Epoch 56] batch 100/172 | Loss: -1.7493 (BPR: 0.1758, Sem: 0.1338)
   [Epoch 56] batch 150/172 | Loss: -1.7305 (BPR: 0.1847, Sem: 0.1297)
🏁 [Epoch 56] Завершена! Суммарный лосс: -306.8272 (BPR: 30.0323, Sem: 22.3939)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1452), ('recall@50', 0.3212), ('ndcg@10', 0.0953), ('ndcg@50', 0.1472)])
   [Epoch 57] batch 50/172 | Loss: -1.9087 (BPR: 0.1624, Sem: 0.1232)
   [Epoch 57] batch 100/172 | Loss: -1.8080 (BPR: 0.1748, Sem: 0.1270)
   [Epoch 57] batch 150/172 | Loss: -1.8934 (BPR: 0.1493, Sem: 0.1346)

⚖️ АВТО-БАЛАНС: Вес BPR = 5.7219 | Вес Sem = 7.9718
   Сырые лоссы: BPR = 0.1923 | Sem = 0.1285
🏁 [Epoch 57] Завершена! Суммарный лосс: -311.8203 (BPR: 30.0137, Sem: 21.7662)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1463), ('recall@50', 0.3188), ('ndcg@10', 0.0975), ('ndcg@50', 0.1483)])
   [Epoch 58] batch 50/172 | Loss: -1.7720 (BPR: 0.1518, Sem: 0.1482)
   [Epoch 58] batch 100/172 | Loss: -1.7293 (BPR: 0.1899, Sem: 0.1258)

⚖️ АВТО-БАЛАНС: Вес BPR = 5.7735 | Вес Sem = 7.8573
   Сырые лоссы: BPR = 0.1760 | Sem = 0.1247
   [Epoch 58] batch 150/172 | Loss: -1.7168 (BPR: 0.1712, Sem: 0.1411)

⚖️ АВТО-БАЛАНС: Вес BPR = 5.7550 | Вес Sem = 7.6904
   Сырые лоссы: BPR = 0.1905 | Sem = 0.1274
🏁 [Epoch 58] Завершена! Суммарный лосс: -309.5295 (BPR: 29.7834, Sem: 22.2212)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1475), ('recall@50', 0.3211), ('ndcg@10', 0.0985), ('ndcg@50', 0.1498)])

⚖️ АВТО-БАЛАНС: Вес BPR = 5.7508 | Вес Sem = 7.6694
   Сырые лоссы: BPR = 0.1663 | Sem = 0.1368
   [Epoch 59] batch 50/172 | Loss: -1.7835 (BPR: 0.1684, Sem: 0.1350)

⚖️ АВТО-БАЛАНС: Вес BPR = 5.7518 | Вес Sem = 7.4924
   Сырые лоссы: BPR = 0.1472 | Sem = 0.1345

⚖️ АВТО-БАЛАНС: Вес BPR = 5.7482 | Вес Sem = 7.4562
   Сырые лоссы: BPR = 0.1950 | Sem = 0.1354
   [Epoch 59] batch 100/172 | Loss: -1.5859 (BPR: 0.1964, Sem: 0.1401)
   [Epoch 59] batch 150/172 | Loss: -1.6843 (BPR: 0.1785, Sem: 0.1404)
🏁 [Epoch 59] Завершена! Суммарный лосс: -302.3336 (BPR: 30.1250, Sem: 22.9137)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1475), ('recall@50', 0.322), ('ndcg@10', 0.1005), ('ndcg@50', 0.1519)])

⚖️ АВТО-БАЛАНС: Вес BPR = 5.7165 | Вес Sem = 7.6081
   Сырые лоссы: BPR = 0.1782 | Sem = 0.1260

⚖️ АВТО-БАЛАНС: Вес BPR = 5.7356 | Вес Sem = 7.7142
   Сырые лоссы: BPR = 0.1709 | Sem = 0.1221
   [Epoch 60] batch 50/172 | Loss: -1.9311 (BPR: 0.1564, Sem: 0.1247)
   [Epoch 60] batch 100/172 | Loss: -1.7352 (BPR: 0.1734, Sem: 0.1373)
   [Epoch 60] batch 150/172 | Loss: -1.8115 (BPR: 0.1744, Sem: 0.1268)
🏁 [Epoch 60] Завершена! Суммарный лосс: -307.0406 (BPR: 30.1204, Sem: 22.2977)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1452), ('recall@50', 0.3249), ('ndcg@10', 0.0975), ('ndcg@50', 0.1505)])
   [Epoch 61] batch 50/172 | Loss: -1.7557 (BPR: 0.1797, Sem: 0.1300)
   [Epoch 61] batch 100/172 | Loss: -1.7596 (BPR: 0.1823, Sem: 0.1275)
   [Epoch 61] batch 150/172 | Loss: -1.8798 (BPR: 0.1531, Sem: 0.1342)
🏁 [Epoch 61] Завершена! Суммарный лосс: -309.9688 (BPR: 29.2596, Sem: 22.5649)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1496), ('recall@50', 0.3262), ('ndcg@10', 0.1011), ('ndcg@50', 0.1537)])
   [Epoch 62] batch 50/172 | Loss: -1.6025 (BPR: 0.1931, Sem: 0.1400)
   [Epoch 62] batch 100/172 | Loss: -1.9330 (BPR: 0.1497, Sem: 0.1286)
   [Epoch 62] batch 150/172 | Loss: -1.7826 (BPR: 0.1699, Sem: 0.1338)
🏁 [Epoch 62] Завершена! Суммарный лосс: -289.3223 (BPR: 29.8867, Sem: 24.8743)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1503), ('recall@50', 0.3299), ('ndcg@10', 0.1015), ('ndcg@50', 0.1542)])
   [Epoch 63] batch 50/172 | Loss: -1.8479 (BPR: 0.1485, Sem: 0.1420)
   [Epoch 63] batch 100/172 | Loss: -1.8225 (BPR: 0.1624, Sem: 0.1343)

⚖️ АВТО-БАЛАНС: Вес BPR = 5.8653 | Вес Sem = 7.0896
   Сырые лоссы: BPR = 0.1483 | Sem = 0.1326
   [Epoch 63] batch 150/172 | Loss: -1.7045 (BPR: 0.1820, Sem: 0.1349)
🏁 [Epoch 63] Завершена! Суммарный лосс: -296.5757 (BPR: 29.2924, Sem: 24.3661)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1497), ('recall@50', 0.3267), ('ndcg@10', 0.1024), ('ndcg@50', 0.1544)])
   [Epoch 64] batch 50/172 | Loss: -1.8598 (BPR: 0.1529, Sem: 0.1369)
   [Epoch 64] batch 100/172 | Loss: -1.7506 (BPR: 0.1653, Sem: 0.1421)
   [Epoch 64] batch 150/172 | Loss: -1.3406 (BPR: 0.2278, Sem: 0.1484)
🏁 [Epoch 64] Завершена! Суммарный лосс: -299.2539 (BPR: 29.7078, Sem: 23.6566)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1475), ('recall@50', 0.3336), ('ndcg@10', 0.0963), ('ndcg@50', 0.1516)])
   [Epoch 65] batch 50/172 | Loss: -1.8109 (BPR: 0.1679, Sem: 0.1317)

⚖️ АВТО-БАЛАНС: Вес BPR = 5.8331 | Вес Sem = 7.3144
   Сырые лоссы: BPR = 0.1690 | Sem = 0.1298
   [Epoch 65] batch 100/172 | Loss: -1.6448 (BPR: 0.1818, Sem: 0.1434)
   [Epoch 65] batch 150/172 | Loss: -1.8308 (BPR: 0.1710, Sem: 0.1265)
🏁 [Epoch 65] Завершена! Суммарный лосс: -303.6600 (BPR: 29.4195, Sem: 23.2835)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1465), ('recall@50', 0.325), ('ndcg@10', 0.0995), ('ndcg@50', 0.1528)])
   [Epoch 66] batch 50/172 | Loss: -1.8368 (BPR: 0.1618, Sem: 0.1330)
   [Epoch 66] batch 100/172 | Loss: -1.9304 (BPR: 0.1458, Sem: 0.1331)
   [Epoch 66] batch 150/172 | Loss: -1.6869 (BPR: 0.1850, Sem: 0.1348)
🏁 [Epoch 66] Завершена! Суммарный лосс: -307.4474 (BPR: 29.1562, Sem: 22.9828)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.145), ('recall@50', 0.326), ('ndcg@10', 0.099), ('ndcg@50', 0.1527)])
   [Epoch 67] batch 50/172 | Loss: -1.8164 (BPR: 0.1449, Sem: 0.1494)
   [Epoch 67] batch 100/172 | Loss: -1.8810 (BPR: 0.1579, Sem: 0.1300)
   [Epoch 67] batch 150/172 | Loss: -1.9624 (BPR: 0.1363, Sem: 0.1362)
🏁 [Epoch 67] Завершена! Суммарный лосс: -301.2927 (BPR: 29.3015, Sem: 23.6940)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1479), ('recall@50', 0.3285), ('ndcg@10', 0.0994), ('ndcg@50', 0.1533)])

⚖️ АВТО-БАЛАНС: Вес BPR = 5.9613 | Вес Sem = 7.4106
   Сырые лоссы: BPR = 0.1568 | Sem = 0.1402
   [Epoch 68] batch 50/172 | Loss: -1.8142 (BPR: 0.1568, Sem: 0.1402)

⚖️ АВТО-БАЛАНС: Вес BPR = 5.9315 | Вес Sem = 7.1767
   Сырые лоссы: BPR = 0.1993 | Sem = 0.1509
   [Epoch 68] batch 100/172 | Loss: -1.8592 (BPR: 0.1411, Sem: 0.1470)
   [Epoch 68] batch 150/172 | Loss: -1.7646 (BPR: 0.1694, Sem: 0.1368)

⚖️ АВТО-БАЛАНС: Вес BPR = 5.8346 | Вес Sem = 7.2019
   Сырые лоссы: BPR = 0.1704 | Sem = 0.1387
🏁 [Epoch 68] Завершена! Суммарный лосс: -299.7200 (BPR: 29.2783, Sem: 23.9371)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1458), ('recall@50', 0.3229), ('ndcg@10', 0.0991), ('ndcg@50', 0.1524)])

⚖️ АВТО-БАЛАНС: Вес BPR = 5.9076 | Вес Sem = 7.0661
   Сырые лоссы: BPR = 0.1781 | Sem = 0.1482

⚖️ АВТО-БАЛАНС: Вес BPR = 5.9113 | Вес Sem = 7.0481
   Сырые лоссы: BPR = 0.1710 | Sem = 0.1541
   [Epoch 69] batch 50/172 | Loss: -1.6604 (BPR: 0.1671, Sem: 0.1536)

⚖️ АВТО-БАЛАНС: Вес BPR = 5.9529 | Вес Sem = 6.9154
   Сырые лоссы: BPR = 0.1712 | Sem = 0.1351
   [Epoch 69] batch 100/172 | Loss: -1.6715 (BPR: 0.1880, Sem: 0.1341)
   [Epoch 69] batch 150/172 | Loss: -1.6201 (BPR: 0.1756, Sem: 0.1520)
🏁 [Epoch 69] Завершена! Суммарный лосс: -296.0396 (BPR: 28.8291, Sem: 24.8274)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1494), ('recall@50', 0.3273), ('ndcg@10', 0.1019), ('ndcg@50', 0.1551)])
   [Epoch 70] batch 50/172 | Loss: -1.7326 (BPR: 0.1608, Sem: 0.1486)

⚖️ АВТО-БАЛАНС: Вес BPR = 5.9575 | Вес Sem = 6.9214
   Сырые лоссы: BPR = 0.1776 | Sem = 0.1454
   [Epoch 70] batch 100/172 | Loss: -1.8343 (BPR: 0.1538, Sem: 0.1399)

⚖️ АВТО-БАЛАНС: Вес BPR = 5.9826 | Вес Sem = 6.8795
   Сырые лоссы: BPR = 0.1861 | Sem = 0.1465
   [Epoch 70] batch 150/172 | Loss: -1.7883 (BPR: 0.1472, Sem: 0.1524)
🏁 [Epoch 70] Завершена! Суммарный лосс: -296.0808 (BPR: 28.6587, Sem: 24.9776)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1512), ('recall@50', 0.3297), ('ndcg@10', 0.1026), ('ndcg@50', 0.1558)])
   [Epoch 71] batch 50/172 | Loss: -1.6988 (BPR: 0.1632, Sem: 0.1516)

⚖️ АВТО-БАЛАНС: Вес BPR = 5.9929 | Вес Sem = 6.7174
   Сырые лоссы: BPR = 0.1679 | Sem = 0.1567
   [Epoch 71] batch 100/172 | Loss: -1.5393 (BPR: 0.1885, Sem: 0.1528)
   [Epoch 71] batch 150/172 | Loss: -1.8361 (BPR: 0.1616, Sem: 0.1329)
🏁 [Epoch 71] Завершена! Суммарный лосс: -295.5106 (BPR: 28.4765, Sem: 25.2246)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1495), ('recall@50', 0.3302), ('ndcg@10', 0.1006), ('ndcg@50', 0.1547)])
   [Epoch 72] batch 50/172 | Loss: -1.7810 (BPR: 0.1566, Sem: 0.1453)
   [Epoch 72] batch 100/172 | Loss: -1.6716 (BPR: 0.1729, Sem: 0.1469)

⚖️ АВТО-БАЛАНС: Вес BPR = 6.0706 | Вес Sem = 6.8934
   Сырые лоссы: BPR = 0.1652 | Sem = 0.1457
   [Epoch 72] batch 150/172 | Loss: -1.6972 (BPR: 0.1774, Sem: 0.1393)
🏁 [Epoch 72] Завершена! Суммарный лосс: -297.3676 (BPR: 28.6199, Sem: 24.8268)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1497), ('recall@50', 0.3258), ('ndcg@10', 0.1011), ('ndcg@50', 0.154)])
   [Epoch 73] batch 50/172 | Loss: -1.7585 (BPR: 0.1608, Sem: 0.1449)
   [Epoch 73] batch 100/172 | Loss: -1.6396 (BPR: 0.1591, Sem: 0.1643)
   [Epoch 73] batch 150/172 | Loss: -1.8747 (BPR: 0.1469, Sem: 0.1402)

⚖️ АВТО-БАЛАНС: Вес BPR = 6.1083 | Вес Sem = 6.6495
   Сырые лоссы: BPR = 0.1745 | Sem = 0.1491
🏁 [Epoch 73] Завершена! Суммарный лосс: -290.9741 (BPR: 28.2591, Sem: 26.0858)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1496), ('recall@50', 0.3253), ('ndcg@10', 0.1023), ('ndcg@50', 0.1546)])
   [Epoch 74] batch 50/172 | Loss: -1.6045 (BPR: 0.1863, Sem: 0.1447)
   [Epoch 74] batch 100/172 | Loss: -1.8247 (BPR: 0.1427, Sem: 0.1515)
   [Epoch 74] batch 150/172 | Loss: -1.8594 (BPR: 0.1500, Sem: 0.1398)

