
🚀 Запуск Эксперимента 4: Dynamic Leaky Log Decay...
C:\research\.venv\Lib\site-packages\recbole\data\dataset\dataset.py:648: ChainedAssignmentError: A value is being set on a copy of a DataFrame or Series through chained assignment using an inplace method.
Such inplace method never works to update the original DataFrame or Series, because the intermediate object on which we are setting values always behaves as a copy (due to Copy-on-Write).

For example, when doing 'df[col].method(value, inplace=True)', try using 'df.method({col: value}, inplace=True)' instead, to perform the operation inplace on the original object, or try to avoid an inplace operation using 'df[col] = df[col].method(value)'.

See the documentation for a more detailed explanation: https://pandas.pydata.org/pandas-docs/stable/user_guide/copy_on_write.html
  feat[field].fillna(value=0, inplace=True)
C:\research\.venv\Lib\site-packages\recbole\data\dataset\dataset.py:650: ChainedAssignmentError: A value is being set on a copy of a DataFrame or Series through chained assignment using an inplace method.
Such inplace method never works to update the original DataFrame or Series, because the intermediate object on which we are setting values always behaves as a copy (due to Copy-on-Write).

For example, when doing 'df[col].method(value, inplace=True)', try using 'df.method({col: value}, inplace=True)' instead, to perform the operation inplace on the original object, or try to avoid an inplace operation using 'df[col] = df[col].method(value)'.

See the documentation for a more detailed explanation: https://pandas.pydata.org/pandas-docs/stable/user_guide/copy_on_write.html
  feat[field].fillna(value=feat[field].mean(), inplace=True)
C:\research\.venv\Lib\site-packages\recbole\data\dataset\dataset.py:2136: UserWarning: The given NumPy array is not writable, and PyTorch does not support non-writable tensors. This means writing to this tensor will result in undefined behavior. You may want to copy the array to protect its data or make it writable before converting it to a tensor. This type of warning will be suppressed for the rest of this program. (Triggered internally at C:\actions-runner\_work\pytorch\pytorch\pytorch\torch\csrc\utils\tensor_numpy.cpp:209.)
  new_data[k] = torch.LongTensor(value)
C:\research\.venv\Lib\site-packages\recbole\model\general_recommender\lightgcn.py:124: UserWarning: torch.sparse.SparseTensor(indices, values, shape, *, device=) is deprecated.  Please use torch.sparse_coo_tensor(indices, values, shape, dtype=, device=). (Triggered internally at C:\actions-runner\_work\pytorch\pytorch\pytorch\torch\csrc\utils\tensor_new.cpp:656.)
  SparseL = torch.sparse.FloatTensor(i, data, torch.Size(L.shape))
[AdaptiveLightGCN] ✅ Loaded 150 semantic centroids.
[AdaptiveLightGCN] 🔗 Успешно смапплено 5002 фильмов с кластерами.

[DynamicLeakyLog] 🌉 Применено Динамическое Дырявое Затухание!
   - Динамический порог (85%): 115.0 оценок
   - Min Weight (Floor): 0.05 (сохраняем мост для 715 хитов)
   - Tail (<=5 оценок): 2385 фильмов (вес тяготеет к 1.0)
   [Epoch 41] batch 100/172 | Loss: 0.1220 (BPR: 0.1038, Sem: 0.0182)
   [Epoch 41] batch 150/172 | Loss: 0.1101 (BPR: 0.0927, Sem: 0.0174)
🏁 [Epoch 41] Завершена! Суммарный лосс: 20.7780 (BPR: 17.7082, Sem: 3.0698)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2152), ('recall@50', 0.4217), ('ndcg@10', 0.1591), ('ndcg@50', 0.2175)])
   [Epoch 42] batch 50/172 | Loss: 0.1286 (BPR: 0.1106, Sem: 0.0180)
   [Epoch 42] batch 100/172 | Loss: 0.1173 (BPR: 0.1001, Sem: 0.0172)
   [Epoch 42] batch 150/172 | Loss: 0.1266 (BPR: 0.1099, Sem: 0.0167)
🏁 [Epoch 42] Завершена! Суммарный лосс: 20.8473 (BPR: 17.7792, Sem: 3.0681)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2147), ('recall@50', 0.4231), ('ndcg@10', 0.1589), ('ndcg@50', 0.2178)])
   [Epoch 43] batch 50/172 | Loss: 0.1178 (BPR: 0.0996, Sem: 0.0181)
   [Epoch 43] batch 100/172 | Loss: 0.1236 (BPR: 0.1066, Sem: 0.0170)
   [Epoch 43] batch 150/172 | Loss: 0.1160 (BPR: 0.0993, Sem: 0.0168)
🏁 [Epoch 43] Завершена! Суммарный лосс: 20.4508 (BPR: 17.3852, Sem: 3.0656)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2158), ('recall@50', 0.4245), ('ndcg@10', 0.1597), ('ndcg@50', 0.2186)])
   [Epoch 44] batch 50/172 | Loss: 0.1187 (BPR: 0.1004, Sem: 0.0184)
   [Epoch 44] batch 100/172 | Loss: 0.1172 (BPR: 0.0996, Sem: 0.0175)
   [Epoch 44] batch 150/172 | Loss: 0.1219 (BPR: 0.1040, Sem: 0.0179)
🏁 [Epoch 44] Завершена! Суммарный лосс: 20.2666 (BPR: 17.2033, Sem: 3.0633)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2146), ('recall@50', 0.4256), ('ndcg@10', 0.1595), ('ndcg@50', 0.2191)])
   [Epoch 45] batch 50/172 | Loss: 0.1146 (BPR: 0.0974, Sem: 0.0172)
   [Epoch 45] batch 100/172 | Loss: 0.1230 (BPR: 0.1047, Sem: 0.0182)
   [Epoch 45] batch 150/172 | Loss: 0.1140 (BPR: 0.0965, Sem: 0.0175)
🏁 [Epoch 45] Завершена! Суммарный лосс: 20.1057 (BPR: 17.0453, Sem: 3.0604)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2159), ('recall@50', 0.429), ('ndcg@10', 0.1599), ('ndcg@50', 0.2199)])
   [Epoch 46] batch 50/172 | Loss: 0.1172 (BPR: 0.0989, Sem: 0.0183)
   [Epoch 46] batch 100/172 | Loss: 0.1231 (BPR: 0.1047, Sem: 0.0184)
   [Epoch 46] batch 150/172 | Loss: 0.1356 (BPR: 0.1176, Sem: 0.0179)
🏁 [Epoch 46] Завершена! Суммарный лосс: 20.0546 (BPR: 16.9963, Sem: 3.0583)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2157), ('recall@50', 0.4285), ('ndcg@10', 0.16), ('ndcg@50', 0.2201)])
   [Epoch 47] batch 50/172 | Loss: 0.1199 (BPR: 0.1021, Sem: 0.0178)
   [Epoch 47] batch 100/172 | Loss: 0.1194 (BPR: 0.1018, Sem: 0.0176)
   [Epoch 47] batch 150/172 | Loss: 0.1084 (BPR: 0.0907, Sem: 0.0177)
🏁 [Epoch 47] Завершена! Суммарный лосс: 19.7895 (BPR: 16.7338, Sem: 3.0558)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2168), ('recall@50', 0.429), ('ndcg@10', 0.1608), ('ndcg@50', 0.2206)])
   [Epoch 48] batch 50/172 | Loss: 0.1136 (BPR: 0.0956, Sem: 0.0180)
   [Epoch 48] batch 100/172 | Loss: 0.1249 (BPR: 0.1068, Sem: 0.0181)
   [Epoch 48] batch 150/172 | Loss: 0.1301 (BPR: 0.1114, Sem: 0.0187)
🏁 [Epoch 48] Завершена! Суммарный лосс: 19.6528 (BPR: 16.5994, Sem: 3.0533)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2172), ('recall@50', 0.4317), ('ndcg@10', 0.1613), ('ndcg@50', 0.2217)])
   [Epoch 49] batch 50/172 | Loss: 0.1316 (BPR: 0.1137, Sem: 0.0179)
   [Epoch 49] batch 100/172 | Loss: 0.1170 (BPR: 0.0998, Sem: 0.0172)
   [Epoch 49] batch 150/172 | Loss: 0.1192 (BPR: 0.1017, Sem: 0.0175)
🏁 [Epoch 49] Завершена! Суммарный лосс: 19.5697 (BPR: 16.5193, Sem: 3.0504)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2177), ('recall@50', 0.4323), ('ndcg@10', 0.1618), ('ndcg@50', 0.2224)])
   [Epoch 50] batch 50/172 | Loss: 0.1204 (BPR: 0.1029, Sem: 0.0175)
   [Epoch 50] batch 100/172 | Loss: 0.0989 (BPR: 0.0809, Sem: 0.0180)
   [Epoch 50] batch 150/172 | Loss: 0.1154 (BPR: 0.0970, Sem: 0.0184)
🏁 [Epoch 50] Завершена! Суммарный лосс: 19.4701 (BPR: 16.4217, Sem: 3.0483)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2174), ('recall@50', 0.4324), ('ndcg@10', 0.1618), ('ndcg@50', 0.2225)])
   [Epoch 51] batch 50/172 | Loss: 0.1249 (BPR: 0.1069, Sem: 0.0180)
   [Epoch 51] batch 100/172 | Loss: 0.0979 (BPR: 0.0805, Sem: 0.0174)
   [Epoch 51] batch 150/172 | Loss: 0.1106 (BPR: 0.0929, Sem: 0.0177)
🏁 [Epoch 51] Завершена! Суммарный лосс: 19.2409 (BPR: 16.1949, Sem: 3.0460)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2175), ('recall@50', 0.4332), ('ndcg@10', 0.1628), ('ndcg@50', 0.2236)])
   [Epoch 52] batch 50/172 | Loss: 0.1131 (BPR: 0.0958, Sem: 0.0172)
   [Epoch 52] batch 100/172 | Loss: 0.1018 (BPR: 0.0841, Sem: 0.0177)
   [Epoch 52] batch 150/172 | Loss: 0.1037 (BPR: 0.0859, Sem: 0.0178)
🏁 [Epoch 52] Завершена! Суммарный лосс: 19.0417 (BPR: 15.9981, Sem: 3.0436)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2187), ('recall@50', 0.4346), ('ndcg@10', 0.1632), ('ndcg@50', 0.2239)])
   [Epoch 53] batch 50/172 | Loss: 0.1154 (BPR: 0.0976, Sem: 0.0178)
   [Epoch 53] batch 100/172 | Loss: 0.1108 (BPR: 0.0925, Sem: 0.0183)
   [Epoch 53] batch 150/172 | Loss: 0.1109 (BPR: 0.0934, Sem: 0.0175)
🏁 [Epoch 53] Завершена! Суммарный лосс: 18.7819 (BPR: 15.7405, Sem: 3.0414)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2189), ('recall@50', 0.4353), ('ndcg@10', 0.1639), ('ndcg@50', 0.2246)])
   [Epoch 54] batch 50/172 | Loss: 0.1016 (BPR: 0.0847, Sem: 0.0169)
   [Epoch 54] batch 100/172 | Loss: 0.1129 (BPR: 0.0953, Sem: 0.0176)
   [Epoch 54] batch 150/172 | Loss: 0.0995 (BPR: 0.0819, Sem: 0.0176)
🏁 [Epoch 54] Завершена! Суммарный лосс: 18.5245 (BPR: 15.4849, Sem: 3.0396)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2213), ('recall@50', 0.4356), ('ndcg@10', 0.1649), ('ndcg@50', 0.2252)])
   [Epoch 55] batch 50/172 | Loss: 0.1140 (BPR: 0.0965, Sem: 0.0174)
   [Epoch 55] batch 100/172 | Loss: 0.1109 (BPR: 0.0931, Sem: 0.0178)
   [Epoch 55] batch 150/172 | Loss: 0.0945 (BPR: 0.0765, Sem: 0.0179)
🏁 [Epoch 55] Завершена! Суммарный лосс: 18.5555 (BPR: 15.5179, Sem: 3.0376)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2213), ('recall@50', 0.4363), ('ndcg@10', 0.1649), ('ndcg@50', 0.2254)])
   [Epoch 56] batch 50/172 | Loss: 0.1163 (BPR: 0.0987, Sem: 0.0176)
   [Epoch 56] batch 100/172 | Loss: 0.1122 (BPR: 0.0938, Sem: 0.0183)
   [Epoch 56] batch 150/172 | Loss: 0.1152 (BPR: 0.0973, Sem: 0.0179)
🏁 [Epoch 56] Завершена! Суммарный лосс: 18.4159 (BPR: 15.3804, Sem: 3.0354)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2206), ('recall@50', 0.4374), ('ndcg@10', 0.1649), ('ndcg@50', 0.2259)])
   [Epoch 57] batch 50/172 | Loss: 0.1179 (BPR: 0.0997, Sem: 0.0182)
   [Epoch 57] batch 100/172 | Loss: 0.1050 (BPR: 0.0873, Sem: 0.0176)
   [Epoch 57] batch 150/172 | Loss: 0.0966 (BPR: 0.0788, Sem: 0.0177)
🏁 [Epoch 57] Завершена! Суммарный лосс: 18.4501 (BPR: 15.4170, Sem: 3.0331)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2201), ('recall@50', 0.4386), ('ndcg@10', 0.1651), ('ndcg@50', 0.2266)])
   [Epoch 58] batch 50/172 | Loss: 0.1073 (BPR: 0.0905, Sem: 0.0168)
   [Epoch 58] batch 100/172 | Loss: 0.1082 (BPR: 0.0911, Sem: 0.0172)
   [Epoch 58] batch 150/172 | Loss: 0.1073 (BPR: 0.0908, Sem: 0.0165)
🏁 [Epoch 58] Завершена! Суммарный лосс: 18.1071 (BPR: 15.0761, Sem: 3.0310)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2218), ('recall@50', 0.4385), ('ndcg@10', 0.166), ('ndcg@50', 0.2269)])
   [Epoch 59] batch 50/172 | Loss: 0.1081 (BPR: 0.0892, Sem: 0.0189)
   [Epoch 59] batch 100/172 | Loss: 0.1043 (BPR: 0.0867, Sem: 0.0176)
   [Epoch 59] batch 150/172 | Loss: 0.1039 (BPR: 0.0865, Sem: 0.0174)
🏁 [Epoch 59] Завершена! Суммарный лосс: 18.0861 (BPR: 15.0570, Sem: 3.0291)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2218), ('recall@50', 0.4409), ('ndcg@10', 0.1658), ('ndcg@50', 0.2272)])
   [Epoch 60] batch 50/172 | Loss: 0.0921 (BPR: 0.0752, Sem: 0.0168)
   [Epoch 60] batch 100/172 | Loss: 0.0941 (BPR: 0.0771, Sem: 0.0170)
   [Epoch 60] batch 150/172 | Loss: 0.1059 (BPR: 0.0889, Sem: 0.0170)
🏁 [Epoch 60] Завершена! Суммарный лосс: 17.8726 (BPR: 14.8458, Sem: 3.0268)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2216), ('recall@50', 0.4421), ('ndcg@10', 0.1661), ('ndcg@50', 0.228)])
   [Epoch 61] batch 50/172 | Loss: 0.1028 (BPR: 0.0862, Sem: 0.0166)
   [Epoch 61] batch 100/172 | Loss: 0.1074 (BPR: 0.0895, Sem: 0.0179)
   [Epoch 61] batch 150/172 | Loss: 0.1042 (BPR: 0.0864, Sem: 0.0178)
🏁 [Epoch 61] Завершена! Суммарный лосс: 17.6586 (BPR: 14.6341, Sem: 3.0246)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2216), ('recall@50', 0.4418), ('ndcg@10', 0.1662), ('ndcg@50', 0.2282)])
   [Epoch 62] batch 50/172 | Loss: 0.1082 (BPR: 0.0908, Sem: 0.0174)
   [Epoch 62] batch 100/172 | Loss: 0.0983 (BPR: 0.0812, Sem: 0.0172)
   [Epoch 62] batch 150/172 | Loss: 0.0851 (BPR: 0.0678, Sem: 0.0172)
🏁 [Epoch 62] Завершена! Суммарный лосс: 17.7275 (BPR: 14.7048, Sem: 3.0227)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2224), ('recall@50', 0.444), ('ndcg@10', 0.1667), ('ndcg@50', 0.2288)])
   [Epoch 63] batch 50/172 | Loss: 0.0903 (BPR: 0.0725, Sem: 0.0178)
   [Epoch 63] batch 100/172 | Loss: 0.1022 (BPR: 0.0850, Sem: 0.0172)
   [Epoch 63] batch 150/172 | Loss: 0.0998 (BPR: 0.0817, Sem: 0.0182)
🏁 [Epoch 63] Завершена! Суммарный лосс: 17.4634 (BPR: 14.4425, Sem: 3.0209)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2231), ('recall@50', 0.4448), ('ndcg@10', 0.1674), ('ndcg@50', 0.2295)])
   [Epoch 64] batch 50/172 | Loss: 0.0988 (BPR: 0.0805, Sem: 0.0184)
   [Epoch 64] batch 100/172 | Loss: 0.0970 (BPR: 0.0797, Sem: 0.0173)
   [Epoch 64] batch 150/172 | Loss: 0.1143 (BPR: 0.0963, Sem: 0.0180)
🏁 [Epoch 64] Завершена! Суммарный лосс: 17.4817 (BPR: 14.4626, Sem: 3.0192)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2237), ('recall@50', 0.4451), ('ndcg@10', 0.1676), ('ndcg@50', 0.2297)])
   [Epoch 65] batch 50/172 | Loss: 0.0948 (BPR: 0.0769, Sem: 0.0179)
   [Epoch 65] batch 100/172 | Loss: 0.1108 (BPR: 0.0935, Sem: 0.0172)
   [Epoch 65] batch 150/172 | Loss: 0.0985 (BPR: 0.0801, Sem: 0.0185)
🏁 [Epoch 65] Завершена! Суммарный лосс: 17.3351 (BPR: 14.3181, Sem: 3.0170)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2232), ('recall@50', 0.4458), ('ndcg@10', 0.1677), ('ndcg@50', 0.23)])
   [Epoch 66] batch 50/172 | Loss: 0.0981 (BPR: 0.0801, Sem: 0.0180)
   [Epoch 66] batch 100/172 | Loss: 0.0962 (BPR: 0.0791, Sem: 0.0171)
   [Epoch 66] batch 150/172 | Loss: 0.1071 (BPR: 0.0899, Sem: 0.0172)
🏁 [Epoch 66] Завершена! Суммарный лосс: 17.1463 (BPR: 14.1310, Sem: 3.0153)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2253), ('recall@50', 0.447), ('ndcg@10', 0.1684), ('ndcg@50', 0.2305)])
   [Epoch 67] batch 50/172 | Loss: 0.1021 (BPR: 0.0843, Sem: 0.0178)
   [Epoch 67] batch 100/172 | Loss: 0.1071 (BPR: 0.0889, Sem: 0.0183)
   [Epoch 67] batch 150/172 | Loss: 0.0819 (BPR: 0.0633, Sem: 0.0186)
🏁 [Epoch 67] Завершена! Суммарный лосс: 17.2023 (BPR: 14.1890, Sem: 3.0133)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2245), ('recall@50', 0.4475), ('ndcg@10', 0.1684), ('ndcg@50', 0.2309)])
   [Epoch 68] batch 50/172 | Loss: 0.0984 (BPR: 0.0807, Sem: 0.0177)
   [Epoch 68] batch 100/172 | Loss: 0.0910 (BPR: 0.0732, Sem: 0.0178)
   [Epoch 68] batch 150/172 | Loss: 0.0888 (BPR: 0.0707, Sem: 0.0181)
🏁 [Epoch 68] Завершена! Суммарный лосс: 17.0342 (BPR: 14.0227, Sem: 3.0115)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2258), ('recall@50', 0.4465), ('ndcg@10', 0.169), ('ndcg@50', 0.231)])
   [Epoch 69] batch 50/172 | Loss: 0.1065 (BPR: 0.0901, Sem: 0.0164)
   [Epoch 69] batch 100/172 | Loss: 0.0902 (BPR: 0.0728, Sem: 0.0174)
   [Epoch 69] batch 150/172 | Loss: 0.0872 (BPR: 0.0701, Sem: 0.0171)
🏁 [Epoch 69] Завершена! Суммарный лосс: 16.8190 (BPR: 13.8092, Sem: 3.0097)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2258), ('recall@50', 0.4483), ('ndcg@10', 0.1695), ('ndcg@50', 0.2319)])
   [Epoch 70] batch 50/172 | Loss: 0.0883 (BPR: 0.0710, Sem: 0.0173)
   [Epoch 70] batch 100/172 | Loss: 0.0888 (BPR: 0.0709, Sem: 0.0179)
   [Epoch 70] batch 150/172 | Loss: 0.0999 (BPR: 0.0825, Sem: 0.0174)
🏁 [Epoch 70] Завершена! Суммарный лосс: 16.7654 (BPR: 13.7570, Sem: 3.0084)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2259), ('recall@50', 0.4477), ('ndcg@10', 0.1694), ('ndcg@50', 0.2316)])
   [Epoch 71] batch 50/172 | Loss: 0.0984 (BPR: 0.0803, Sem: 0.0180)
   [Epoch 71] batch 100/172 | Loss: 0.0994 (BPR: 0.0812, Sem: 0.0182)
   [Epoch 71] batch 150/172 | Loss: 0.0939 (BPR: 0.0767, Sem: 0.0172)
🏁 [Epoch 71] Завершена! Суммарный лосс: 16.6147 (BPR: 13.6088, Sem: 3.0059)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2254), ('recall@50', 0.4482), ('ndcg@10', 0.1692), ('ndcg@50', 0.2318)])
   [Epoch 72] batch 50/172 | Loss: 0.0918 (BPR: 0.0746, Sem: 0.0172)
   [Epoch 72] batch 100/172 | Loss: 0.0924 (BPR: 0.0753, Sem: 0.0171)
   [Epoch 72] batch 150/172 | Loss: 0.0995 (BPR: 0.0825, Sem: 0.0170)
🏁 [Epoch 72] Завершена! Суммарный лосс: 16.4909 (BPR: 13.4867, Sem: 3.0041)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2259), ('recall@50', 0.45), ('ndcg@10', 0.1698), ('ndcg@50', 0.2326)])
   [Epoch 73] batch 50/172 | Loss: 0.1007 (BPR: 0.0840, Sem: 0.0167)
   [Epoch 73] batch 100/172 | Loss: 0.0941 (BPR: 0.0768, Sem: 0.0173)
   [Epoch 73] batch 150/172 | Loss: 0.1000 (BPR: 0.0829, Sem: 0.0171)
🏁 [Epoch 73] Завершена! Суммарный лосс: 16.4198 (BPR: 13.4170, Sem: 3.0027)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2259), ('recall@50', 0.4497), ('ndcg@10', 0.1701), ('ndcg@50', 0.2328)])
   [Epoch 74] batch 50/172 | Loss: 0.0924 (BPR: 0.0745, Sem: 0.0179)
   [Epoch 74] batch 100/172 | Loss: 0.0897 (BPR: 0.0723, Sem: 0.0174)
   [Epoch 74] batch 150/172 | Loss: 0.0958 (BPR: 0.0786, Sem: 0.0173)
🏁 [Epoch 74] Завершена! Суммарный лосс: 16.3520 (BPR: 13.3515, Sem: 3.0005)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.226), ('recall@50', 0.4504), ('ndcg@10', 0.17), ('ndcg@50', 0.2329)])
   [Epoch 75] batch 50/172 | Loss: 0.1024 (BPR: 0.0846, Sem: 0.0178)
   [Epoch 75] batch 100/172 | Loss: 0.0856 (BPR: 0.0683, Sem: 0.0173)
   [Epoch 75] batch 150/172 | Loss: 0.0963 (BPR: 0.0786, Sem: 0.0177)
🏁 [Epoch 75] Завершена! Суммарный лосс: 16.2520 (BPR: 13.2529, Sem: 2.9991)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2273), ('recall@50', 0.4525), ('ndcg@10', 0.1708), ('ndcg@50', 0.2338)])
   [Epoch 76] batch 50/172 | Loss: 0.0868 (BPR: 0.0696, Sem: 0.0172)
   [Epoch 76] batch 100/172 | Loss: 0.0925 (BPR: 0.0745, Sem: 0.0180)
   [Epoch 76] batch 150/172 | Loss: 0.0981 (BPR: 0.0803, Sem: 0.0177)
🏁 [Epoch 76] Завершена! Суммарный лосс: 16.1475 (BPR: 13.1501, Sem: 2.9974)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2273), ('recall@50', 0.4522), ('ndcg@10', 0.1712), ('ndcg@50', 0.234)])
   [Epoch 77] batch 50/172 | Loss: 0.1026 (BPR: 0.0858, Sem: 0.0168)
   [Epoch 77] batch 100/172 | Loss: 0.1044 (BPR: 0.0873, Sem: 0.0171)
   [Epoch 77] batch 150/172 | Loss: 0.1063 (BPR: 0.0890, Sem: 0.0173)
Traceback (most recent call last):
  File "C:\research\main.py", line 177, in <module>
    trainer_dynamic.fit(train_dynamic, valid_dynamic, show_progress=False)
  File "C:\research\.venv\Lib\site-packages\recbole\trainer\trainer.py", line 439, in fit
    train_loss = self._train_epoch(
                 ^^^^^^^^^^^^^^^^^^
  File "C:\research\adaptive_lightgcn.py", line 43, in _train_epoch
    loss.backward()
  File "C:\research\.venv\Lib\site-packages\torch\_tensor.py", line 648, in backward
    torch.autograd.backward(
  File "C:\research\.venv\Lib\site-packages\torch\autograd\__init__.py", line 353, in backward
    _engine_run_backward(
  File "C:\research\.venv\Lib\site-packages\torch\autograd\graph.py", line 824, in _engine_run_backward
    return Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
KeyboardInterrupt
